,district,cell,household_head,find_hh,consent1,children_in_hh,hhmembers,name_hh_member,relation_to_hh_head,gender_hh_member,age_hh_member,name,age,gender
3451,district B,cell_1,marjani,1,1.0,1.0,5.0,drake,5.0,0.0,0.0,drake,0.0,0.0
3456,district B,cell_1,heber (2),1,1.0,1.0,6.0,jean-marie,5.0,0.0,1.0,jean-marie,1.0,0.0
3463,district B,cell_2,jasmin,1,1.0,1.0,4.0,lucille,5.0,1.0,2.0,lucille,2.0,1.0
3465,district B,cell_2,cheyanne,1,1.0,1.0,8.0,nikolas,5.0,0.0,2.0,nikolas,2.0,0.0
3470,district B,cell_2,cheyanne,1,1.0,1.0,8.0,alwilda,5.0,1.0,0.0,alwilda,0.0,1.0
3475,district B,cell_2,ormond,1,1.0,1.0,5.0,dottie,3.0,1.0,0.0,dottie,0.0,1.0
3478,district B,cell_2,victorine,1,1.0,1.0,6.0,dan (2),3.0,0.0,1.0,dan (2),1.0,0.0
3486,district B,cell_2,jalen,1,1.0,1.0,5.0,juliane,3.0,1.0,2.0,juliane,2.0,1.0
3491,district B,cell_2,sybilla,1,1.0,1.0,5.0,elenora,5.0,1.0,2.0,elenora,2.0,1.0
3500,district B,cell_1,aria,1,1.0,1.0,3.0,cybill,5.0,1.0,2.0,cybill,2.0,1.0
3501,district B,cell_1,lumusi,1,1.0,1.0,4.0,terrell,3.0,0.0,2.0,terrell,2.0,0.0
3506,district B,cell_1,carole,1,1.0,1.0,8.0,davis,5.0,0.0,1.0,davis,1.0,0.0
3516,district B,cell_1,ileen,1,1.0,1.0,8.0,jerold,3.0,0.0,1.0,jerold,1.0,0.0
3524,district B,cell_2,carlisa,1,1.0,1.0,8.0,scotty,5.0,0.0,0.0,scotty,0.0,0.0
3533,district B,cell_1,tonia,1,1.0,1.0,5.0,madyson,3.0,1.0,0.0,madyson,0.0,1.0
3538,district B,cell_1,james,1,1.0,1.0,6.0,wilfrid,3.0,0.0,0.0,wilfrid,0.0,0.0
3540,district B,cell_1,lucasta,1,1.0,1.0,5.0,bryce,3.0,0.0,2.0,bryce,2.0,0.0
3541,district B,cell_1,lucasta,1,1.0,1.0,5.0,burt,3.0,0.0,2.0,burt,2.0,0.0
3550,district B,cell_1,mattithyahu,1,1.0,1.0,6.0,lorelle,5.0,1.0,0.0,lorelle,0.0,1.0
3553,district B,cell_1,wayland,1,1.0,1.0,4.0,abednego,3.0,0.0,1.0,abednego,1.0,0.0
3558,district B,cell_1,franklyn,1,1.0,1.0,7.0,hale,3.0,0.0,0.0,hale,0.0,0.0
3569,district B,cell_2,saul,1,1.0,1.0,4.0,kaitlynn,3.0,1.0,0.0,kaitlynn,0.0,1.0
3584,district B,cell_1,meriel,1,1.0,1.0,4.0,deeann,13.0,1.0,2.0,deeann,2.0,1.0
3587,district B,cell_2,keysha,1,1.0,1.0,8.0,marlin,3.0,0.0,0.0,marlin,0.0,0.0
3595,district B,cell_1,jill,1,1.0,1.0,5.0,alberic,3.0,0.0,2.0,alberic,2.0,0.0
3604,district B,cell_1,amaury,1,1.0,1.0,7.0,yseult,3.0,1.0,1.0,yseult,1.0,1.0
3608,district B,cell_2,norton,1,1.0,1.0,6.0,benson,3.0,0.0,1.0,benson,1.0,0.0
3625,district B,cell_1,clarence,1,1.0,1.0,5.0,adelaide,3.0,1.0,1.0,adelaide,1.0,1.0
3630,district B,cell_2,noah (2),1,1.0,1.0,8.0,tau,6.0,0.0,1.0,tau,1.0,0.0
3636,district B,cell_1,cade,1,1.0,1.0,5.0,denis,3.0,0.0,2.0,denis,2.0,0.0
3639,district B,cell_2,gerald,1,1.0,1.0,11.0,geffrey,5.0,0.0,1.0,geffrey,1.0,0.0
3655,district B,cell_1,allen,1,1.0,1.0,9.0,gladwyn,3.0,0.0,0.0,gladwyn,0.0,0.0
3661,district B,cell_1,delbert,1,1.0,1.0,9.0,dudley,5.0,0.0,2.0,dudley,2.0,0.0
3662,district B,cell_1,delbert,1,1.0,1.0,9.0,gresham,5.0,0.0,0.0,gresham,0.0,0.0
3672,district B,cell_1,naphtali,1,1.0,1.0,9.0,wilf,5.0,0.0,1.0,wilf,1.0,0.0
3680,district B,cell_1,deryck,1,1.0,1.0,4.0,adah,3.0,1.0,0.0,adah,0.0,1.0
3700,district B,cell_2,harry,1,1.0,1.0,7.0,ralph,3.0,0.0,1.0,ralph,1.0,0.0
3710,district B,cell_2,rosie,1,1.0,1.0,9.0,lessie,5.0,1.0,2.0,lessie,2.0,1.0
3711,district B,cell_2,rosie,1,1.0,1.0,9.0,zoey,5.0,1.0,1.0,zoey,1.0,1.0
3712,district B,cell_1,myriam,1,1.0,1.0,3.0,dan (1),5.0,0.0,1.0,dan (1),1.0,0.0
3716,district B,cell_2,rosanne,1,1.0,1.0,3.0,fido,3.0,0.0,1.0,fido,1.0,0.0
3719,district B,cell_2,olivier,1,1.0,1.0,6.0,oluwasegun,3.0,0.0,1.0,oluwasegun,1.0,0.0
3726,district B,cell_2,rhianna,1,1.0,1.0,6.0,abiram,3.0,0.0,0.0,abiram,0.0,0.0
3731,district B,cell_2,mamie,1,1.0,1.0,5.0,crispian,5.0,0.0,2.0,crispian,2.0,0.0
3738,district B,cell_2,hattie,1,1.0,1.0,4.0,kagiso,5.0,1.0,0.0,kagiso,0.0,1.0
3742,district B,cell_1,deirdre,1,1.0,1.0,4.0,,3.0,1.0,0.0,,0.0,1.0
3747,district B,cell_1,huey,1,1.0,1.0,10.0,mosi,5.0,0.0,2.0,mosi,2.0,0.0
3748,district B,cell_1,huey,1,1.0,1.0,10.0,aura,5.0,1.0,0.0,aura,0.0,1.0
3754,district B,cell_2,simon,1,1.0,1.0,5.0,thibault,5.0,0.0,0.0,thibault,0.0,0.0
3759,district B,cell_1,donny,1,1.0,1.0,4.0,ernie,3.0,0.0,0.0,ernie,0.0,0.0
3768,district B,cell_2,alexandrie,1,1.0,1.0,8.0,amber,5.0,1.0,0.0,amber,0.0,1.0
