,district,cell,household_head,find_hh,consent1,children_in_hh,hhmembers,name_hh_member,relation_to_hh_head,gender_hh_member,age_hh_member
1886,district A,cell_2,selwyn,1,1.0,1.0,7.0,lorna,3.0,1.0,2.0
1887,district A,cell_1,aim_,1,1.0,1.0,6.0,aim_,1.0,0.0,43.0
1888,district A,cell_1,aim_,1,1.0,1.0,6.0,ananias,3.0,0.0,13.0
1889,district A,cell_1,aim_,1,1.0,1.0,6.0,august (2),3.0,0.0,11.0
1890,district A,cell_1,aim_,1,1.0,1.0,6.0,rexanne,2.0,1.0,42.0
1891,district A,cell_1,aim_,1,1.0,1.0,6.0,rowina,3.0,1.0,17.0
1892,district A,cell_1,aim_,1,1.0,1.0,6.0,beth,5.0,1.0,0.0
1893,district A,cell_2,baruch,1,1.0,1.0,7.0,baruch,1.0,0.0,37.0
1894,district A,cell_2,baruch,1,1.0,1.0,7.0,billy,3.0,0.0,1.0
1895,district A,cell_2,baruch,1,1.0,1.0,7.0,elizabeth,2.0,1.0,36.0
1896,district A,cell_2,baruch,1,1.0,1.0,7.0,haylee,3.0,1.0,15.0
1897,district A,cell_2,baruch,1,1.0,1.0,7.0,laurine,3.0,1.0,13.0
1898,district A,cell_2,baruch,1,1.0,1.0,7.0,tamra,3.0,1.0,12.0
1899,district A,cell_2,baruch,1,1.0,1.0,7.0,lizzie,3.0,1.0,3.0
1900,district A,cell_2,shari,1,1.0,1.0,2.0,shari,1.0,1.0,58.0
1901,district A,cell_2,shari,1,1.0,1.0,2.0,lagina,5.0,1.0,2.0
1902,district A,cell_2,adelle,1,1.0,1.0,5.0,cainan,5.0,0.0,11.0
1903,district A,cell_2,adelle,1,1.0,1.0,5.0,adelle,1.0,1.0,57.0
1904,district A,cell_2,adelle,1,1.0,1.0,5.0,odetta,3.0,1.0,32.0
1905,district A,cell_2,adelle,1,1.0,1.0,5.0,myrtle,3.0,1.0,19.0
1906,district A,cell_2,adelle,1,1.0,1.0,5.0,_dith,5.0,1.0,3.0
1907,district A,cell_1,marise,1,1.0,1.0,3.0,carlisle,5.0,0.0,0.0
1908,district A,cell_1,marise,1,1.0,1.0,3.0,marise,1.0,1.0,54.0
1909,district A,cell_1,marise,1,1.0,1.0,3.0,ashlyn,3.0,1.0,20.0
1910,district A,cell_2,phillida,1,1.0,1.0,7.0,chandler,5.0,0.0,8.0
1911,district A,cell_2,phillida,1,1.0,1.0,7.0,charlton,5.0,0.0,6.0
1912,district A,cell_2,phillida,1,1.0,1.0,7.0,chip,5.0,0.0,0.0
1913,district A,cell_2,phillida,1,1.0,1.0,7.0,phillida,1.0,1.0,66.0
1914,district A,cell_2,phillida,1,1.0,1.0,7.0,s_v_rine,3.0,1.0,27.0
1915,district A,cell_2,phillida,1,1.0,1.0,7.0,kaelea,5.0,1.0,12.0
1916,district A,cell_2,phillida,1,1.0,1.0,7.0,ashlynn,5.0,1.0,3.0
1917,district A,cell_1,lorraine,1,1.0,1.0,3.0,kwasi,5.0,0.0,2.0
1918,district A,cell_1,lorraine,1,1.0,1.0,3.0,lorraine,1.0,1.0,57.0
1919,district A,cell_1,lorraine,1,1.0,1.0,3.0,valary,5.0,1.0,15.0
1920,district A,cell_3,aristide,1,1.0,0.0,,,,,
1921,district A,cell_3,dotty,1,1.0,1.0,3.0,larry,3.0,0.0,0.0
1922,district A,cell_3,dotty,1,1.0,1.0,3.0,dotty,1.0,1.0,37.0
1923,district A,cell_3,dotty,1,1.0,1.0,3.0,jinny,3.0,1.0,9.0
1924,district A,cell_3,armand,1,1.0,0.0,,,,,
1925,district A,cell_1,rian,1,1.0,1.0,7.0,rian,1.0,0.0,35.0
1926,district A,cell_1,rian,1,1.0,1.0,7.0,sefton,3.0,0.0,13.0
1927,district A,cell_1,rian,1,1.0,1.0,7.0,shem,3.0,0.0,10.0
1928,district A,cell_1,rian,1,1.0,1.0,7.0,arron,3.0,0.0,7.0
1929,district A,cell_1,rian,1,1.0,1.0,7.0,art,3.0,0.0,1.0
1930,district A,cell_1,rian,1,1.0,1.0,7.0,madeleine,2.0,1.0,36.0
1931,district A,cell_1,rian,1,1.0,1.0,7.0,mina,3.0,1.0,15.0
1932,district A,cell_3,agnes,1,1.0,1.0,4.0,buster,5.0,0.0,6.0
1933,district A,cell_3,agnes,1,1.0,1.0,4.0,agnes,1.0,1.0,60.0
1934,district A,cell_3,agnes,1,1.0,1.0,4.0,janette,3.0,1.0,27.0
1935,district A,cell_3,agnes,1,1.0,1.0,4.0,ciel,5.0,1.0,2.0
1936,district A,cell_2,deonne,1,1.0,1.0,5.0,deonne,1.0,0.0,30.0
1937,district A,cell_2,deonne,1,1.0,1.0,5.0,derick,3.0,0.0,7.0
1938,district A,cell_2,deonne,1,1.0,1.0,5.0,ryanne,2.0,1.0,29.0
1939,district A,cell_2,deonne,1,1.0,1.0,5.0,agn�s,3.0,1.0,7.0
1940,district A,cell_2,deonne,1,1.0,1.0,5.0,candi,3.0,1.0,3.0
1941,district A,cell_2,driscoll,1,1.0,1.0,6.0,driscoll,1.0,0.0,44.0
1942,district A,cell_2,driscoll,1,1.0,1.0,6.0,evrard,3.0,0.0,19.0
1943,district A,cell_2,driscoll,1,1.0,1.0,6.0,gaspard,3.0,0.0,0.0
1944,district A,cell_2,driscoll,1,1.0,1.0,6.0,jacinth,2.0,1.0,44.0
1945,district A,cell_2,driscoll,1,1.0,1.0,6.0,keitha,3.0,1.0,13.0
1946,district A,cell_2,driscoll,1,1.0,1.0,6.0,alexis (2),3.0,1.0,6.0
1947,district A,cell_3,amos,0,,,,,,,
1948,district A,cell_1,jourdain,1,1.0,1.0,7.0,jourdain,1.0,0.0,44.0
1949,district A,cell_1,jourdain,1,1.0,1.0,7.0,keith,3.0,0.0,18.0
1950,district A,cell_1,jourdain,1,1.0,1.0,7.0,kristopher,3.0,0.0,13.0
1951,district A,cell_1,jourdain,1,1.0,1.0,7.0,evette,2.0,1.0,38.0
1952,district A,cell_1,jourdain,1,1.0,1.0,7.0,jos�phe,3.0,1.0,15.0
1953,district A,cell_1,jourdain,1,1.0,1.0,7.0,_lise,3.0,1.0,8.0
1954,district A,cell_1,jourdain,1,1.0,1.0,7.0,hyacintha,3.0,1.0,3.0
1955,district A,cell_2,bindy,1,1.0,1.0,4.0,myles,5.0,0.0,2.0
1956,district A,cell_2,bindy,1,1.0,1.0,4.0,bindy,1.0,1.0,69.0
1957,district A,cell_2,bindy,1,1.0,1.0,4.0,jonie,3.0,1.0,28.0
1958,district A,cell_2,bindy,1,1.0,1.0,4.0,gretta,5.0,1.0,4.0
1959,district A,cell_1,syd,1,1.0,1.0,9.0,syd,1.0,0.0,66.0
1960,district A,cell_1,syd,1,1.0,1.0,9.0,vinnie,3.0,0.0,25.0
1961,district A,cell_1,syd,1,1.0,1.0,9.0,waldo,3.0,0.0,22.0
1962,district A,cell_1,syd,1,1.0,1.0,9.0,ida,2.0,1.0,58.0
1963,district A,cell_1,syd,1,1.0,1.0,9.0,laurencia,3.0,1.0,26.0
1964,district A,cell_1,syd,1,1.0,1.0,9.0,pauleen,3.0,1.0,21.0
1965,district A,cell_1,syd,1,1.0,1.0,9.0,raine,3.0,1.0,14.0
1966,district A,cell_1,syd,1,1.0,1.0,9.0,yewande,3.0,1.0,11.0
1967,district A,cell_1,syd,1,1.0,1.0,9.0,jacquelyn,5.0,1.0,0.0
1968,district A,cell_1,eustache,1,1.0,1.0,3.0,eustache,1.0,0.0,24.0
1969,district A,cell_1,eustache,1,1.0,1.0,3.0,huldah,2.0,1.0,21.0
1970,district A,cell_1,eustache,1,1.0,1.0,3.0,coline,3.0,1.0,1.0
1971,district A,cell_3,folami,1,1.0,1.0,7.0,folami,1.0,0.0,42.0
1972,district A,cell_3,folami,1,1.0,1.0,7.0,holden,3.0,0.0,14.0
1973,district A,cell_3,folami,1,1.0,1.0,7.0,humphrey,3.0,0.0,10.0
1974,district A,cell_3,folami,1,1.0,1.0,7.0,katherine,2.0,1.0,40.0
1975,district A,cell_3,folami,1,1.0,1.0,7.0,tanzi,3.0,1.0,18.0
1976,district A,cell_3,folami,1,1.0,1.0,7.0,scarlett,3.0,1.0,5.0
1977,district A,cell_3,folami,1,1.0,1.0,7.0,roseanne,3.0,1.0,1.0
1978,district A,cell_3,arabella,1,1.0,1.0,4.0,joel,8.0,0.0,18.0
1979,district A,cell_3,arabella,1,1.0,1.0,4.0,maxwell,3.0,0.0,3.0
1980,district A,cell_3,arabella,1,1.0,1.0,4.0,arabella,1.0,1.0,31.0
1981,district A,cell_3,arabella,1,1.0,1.0,4.0,shayla,3.0,1.0,6.0
1982,district A,cell_1,gary,1,1.0,1.0,4.0,gary,1.0,0.0,41.0
1983,district A,cell_1,gary,1,1.0,1.0,4.0,gwandoya,3.0,0.0,6.0
1984,district A,cell_1,gary,1,1.0,1.0,4.0,sophy,2.0,1.0,29.0
1985,district A,cell_1,gary,1,1.0,1.0,4.0,charissa,3.0,1.0,0.0
1986,district A,cell_2,jake,1,1.0,1.0,5.0,jake,1.0,0.0,32.0
1987,district A,cell_2,jake,1,1.0,1.0,5.0,matilda,2.0,1.0,32.0
1988,district A,cell_2,jake,1,1.0,1.0,5.0,bernetta,3.0,1.0,8.0
1989,district A,cell_2,jake,1,1.0,1.0,5.0,keisha,3.0,1.0,4.0
1990,district A,cell_2,jake,1,1.0,1.0,5.0,esm_e,3.0,1.0,0.0
1991,district A,cell_2,melissa,1,1.0,1.0,5.0,jasper,3.0,0.0,40.0
1992,district A,cell_2,melissa,1,1.0,1.0,5.0,j_r�me,5.0,0.0,0.0
1993,district A,cell_2,melissa,1,1.0,1.0,5.0,melissa,1.0,1.0,85.0
1994,district A,cell_2,melissa,1,1.0,1.0,5.0,valentine (2),3.0,1.0,31.0
1995,district A,cell_2,melissa,1,1.0,1.0,5.0,janine,5.0,1.0,4.0
1996,district A,cell_1,v_ronique,1,1.0,1.0,3.0,kenelm,3.0,0.0,7.0
1997,district A,cell_1,v_ronique,1,1.0,1.0,3.0,v_ronique,1.0,1.0,45.0
1998,district A,cell_1,v_ronique,1,1.0,1.0,3.0,ghislaine,3.0,1.0,4.0
1999,district A,cell_1,perry,1,1.0,1.0,7.0,perry,1.0,0.0,34.0
2000,district A,cell_1,perry,1,1.0,1.0,7.0,teman,3.0,0.0,13.0
2001,district A,cell_1,perry,1,1.0,1.0,7.0,adrianna,2.0,1.0,34.0
2002,district A,cell_1,perry,1,1.0,1.0,7.0,nelda,3.0,1.0,12.0
2003,district A,cell_1,perry,1,1.0,1.0,7.0,esta,3.0,1.0,8.0
2004,district A,cell_1,perry,1,1.0,1.0,7.0,teal,3.0,1.0,4.0
2005,district A,cell_1,perry,1,1.0,1.0,7.0,angeline,3.0,1.0,0.0
2006,district A,cell_1,jenna,1,1.0,1.0,6.0,franck,3.0,0.0,6.0
2007,district A,cell_1,jenna,1,1.0,1.0,6.0,franklin,13.0,0.0,13.0
2008,district A,cell_1,jenna,1,1.0,1.0,6.0,jenna,1.0,1.0,35.0
2009,district A,cell_1,jenna,1,1.0,1.0,6.0,aletha,7.0,1.0,70.0
2010,district A,cell_1,jenna,1,1.0,1.0,6.0,esi,3.0,1.0,13.0
2011,district A,cell_1,jenna,1,1.0,1.0,6.0,tryphena,3.0,1.0,2.0
2012,district A,cell_1,lana,1,1.0,1.0,3.0,lana,1.0,1.0,38.0
2013,district A,cell_1,lana,1,1.0,1.0,3.0,clare,3.0,1.0,8.0
2014,district A,cell_1,lana,1,1.0,1.0,3.0,katelynn,3.0,1.0,3.0
2015,district A,cell_3,derek,1,1.0,1.0,6.0,derek,1.0,0.0,32.0
2016,district A,cell_3,derek,1,1.0,1.0,6.0,ezra,0.0,0.0,14.0
2017,district A,cell_3,derek,1,1.0,1.0,6.0,garret,3.0,0.0,1.0
2018,district A,cell_3,derek,1,1.0,1.0,6.0,isolda,2.0,1.0,36.0
2019,district A,cell_3,derek,1,1.0,1.0,6.0,summer,0.0,1.0,15.0
2020,district A,cell_3,derek,1,1.0,1.0,6.0,wendy,3.0,1.0,3.0
2021,district A,cell_1,ivory,1,1.0,1.0,5.0,nekoda,3.0,0.0,28.0
2022,district A,cell_1,ivory,1,1.0,1.0,5.0,orval,5.0,0.0,11.0
2023,district A,cell_1,ivory,1,1.0,1.0,5.0,ivory,1.0,1.0,61.0
2024,district A,cell_1,ivory,1,1.0,1.0,5.0,ginette,3.0,1.0,26.0
2025,district A,cell_1,ivory,1,1.0,1.0,5.0,githa,5.0,1.0,1.0
2026,district A,cell_2,val_rie,1,1.0,1.0,6.0,val_rie,1.0,1.0,46.0
2027,district A,cell_2,val_rie,1,1.0,1.0,6.0,genette,3.0,1.0,26.0
2028,district A,cell_2,val_rie,1,1.0,1.0,6.0,ellen,3.0,1.0,24.0
2029,district A,cell_2,val_rie,1,1.0,1.0,6.0,katlyn,3.0,1.0,20.0
2030,district A,cell_2,val_rie,1,1.0,1.0,6.0,diane,3.0,1.0,8.0
2031,district A,cell_2,val_rie,1,1.0,1.0,6.0,jessamyn,5.0,1.0,1.0
2032,district A,cell_2,melva,1,1.0,1.0,3.0,patrice,3.0,0.0,8.0
2033,district A,cell_2,melva,1,1.0,1.0,3.0,melva,1.0,1.0,38.0
2034,district A,cell_2,melva,1,1.0,1.0,3.0,rochelle,3.0,1.0,1.0
2035,district A,cell_2,tristen,1,1.0,1.0,5.0,tristen,1.0,0.0,75.0
2036,district A,cell_2,tristen,1,1.0,1.0,5.0,yochanan,5.0,0.0,15.0
2037,district A,cell_2,tristen,1,1.0,1.0,5.0,abaddon,5.0,0.0,3.0
2038,district A,cell_2,tristen,1,1.0,1.0,5.0,hennie,2.0,1.0,66.0
2039,district A,cell_2,tristen,1,1.0,1.0,5.0,isabella,3.0,1.0,29.0
2040,district A,cell_3,jillie,1,1.0,1.0,7.0,jillie,1.0,1.0,58.0
2041,district A,cell_3,jillie,1,1.0,1.0,7.0,nicola (2),3.0,1.0,28.0
2042,district A,cell_3,jillie,1,1.0,1.0,7.0,vivienne,3.0,1.0,25.0
2043,district A,cell_3,jillie,1,1.0,1.0,7.0,sylvianne,3.0,1.0,22.0
2044,district A,cell_3,jillie,1,1.0,1.0,7.0,kerenza,5.0,1.0,6.0
2045,district A,cell_3,jillie,1,1.0,1.0,7.0,clemency,5.0,1.0,4.0
2046,district A,cell_3,jillie,1,1.0,1.0,7.0,wren,5.0,1.0,1.0
2047,district A,cell_1,olivie,1,1.0,1.0,7.0,howie,3.0,0.0,16.0
2048,district A,cell_1,olivie,1,1.0,1.0,7.0,olivie,1.0,1.0,37.0
2049,district A,cell_1,olivie,1,1.0,1.0,7.0,sissie,3.0,1.0,18.0
2050,district A,cell_1,olivie,1,1.0,1.0,7.0,luann,3.0,1.0,12.0
2051,district A,cell_1,olivie,1,1.0,1.0,7.0,berry (2),3.0,1.0,7.0
2052,district A,cell_1,olivie,1,1.0,1.0,7.0,pris,3.0,1.0,7.0
2053,district A,cell_1,olivie,1,1.0,1.0,7.0,sharla,3.0,1.0,1.0
2054,district A,cell_1,kato,1,1.0,1.0,4.0,kato,1.0,0.0,34.0
2055,district A,cell_1,kato,1,1.0,1.0,4.0,virgee,2.0,1.0,22.0
2056,district A,cell_1,kato,1,1.0,1.0,4.0,gervaise (2),7.0,1.0,5.0
2057,district A,cell_1,kato,1,1.0,1.0,4.0,tania,3.0,1.0,3.0
2058,district A,cell_2,neville,1,1.0,1.0,7.0,neville,1.0,0.0,66.0
2059,district A,cell_2,neville,1,1.0,1.0,7.0,thane,3.0,0.0,12.0
2060,district A,cell_2,neville,1,1.0,1.0,7.0,andrew,3.0,0.0,7.0
2061,district A,cell_2,neville,1,1.0,1.0,7.0,boaz,3.0,0.0,6.0
2062,district A,cell_2,neville,1,1.0,1.0,7.0,clement,3.0,0.0,2.0
2063,district A,cell_2,neville,1,1.0,1.0,7.0,fortune,2.0,1.0,45.0
2064,district A,cell_2,neville,1,1.0,1.0,7.0,roxy,3.0,1.0,18.0
2065,district A,cell_1,lanny,1,1.0,1.0,5.0,lanny,1.0,0.0,60.0
2066,district A,cell_1,lanny,1,1.0,1.0,5.0,milton,3.0,0.0,5.0
2067,district A,cell_1,lanny,1,1.0,1.0,5.0,verity,2.0,1.0,32.0
2068,district A,cell_1,lanny,1,1.0,1.0,5.0,dione,3.0,1.0,8.0
2069,district A,cell_1,lanny,1,1.0,1.0,5.0,julienne,3.0,1.0,2.0
2070,district A,cell_3,antwan,1,1.0,1.0,7.0,antwan,1.0,0.0,54.0
2071,district A,cell_3,antwan,1,1.0,1.0,7.0,dawson,3.0,0.0,18.0
2072,district A,cell_3,antwan,1,1.0,1.0,7.0,rebeccanne,2.0,1.0,39.0
2073,district A,cell_3,antwan,1,1.0,1.0,7.0,m_lanie,3.0,1.0,7.0
2074,district A,cell_3,antwan,1,1.0,1.0,7.0,roxanne,3.0,1.0,8.0
2075,district A,cell_3,antwan,1,1.0,1.0,7.0,hepsie,3.0,1.0,5.0
2076,district A,cell_3,antwan,1,1.0,1.0,7.0,julie,4.0,1.0,0.0
2077,district A,cell_2,ir�ne,1,1.0,1.0,6.0,ir�ne,1.0,1.0,46.0
2078,district A,cell_2,ir�ne,1,1.0,1.0,6.0,kelsie,3.0,1.0,14.0
2079,district A,cell_2,ir�ne,1,1.0,1.0,6.0,celandine,3.0,1.0,12.0
2080,district A,cell_2,ir�ne,1,1.0,1.0,6.0,zo�,3.0,1.0,6.0
2081,district A,cell_2,ir�ne,1,1.0,1.0,6.0,jera,3.0,1.0,5.0
2082,district A,cell_2,ir�ne,1,1.0,1.0,6.0,marcie,3.0,1.0,1.0
2083,district A,cell_3,toinette,1,1.0,1.0,6.0,hugh,3.0,0.0,19.0
2084,district A,cell_3,toinette,1,1.0,1.0,6.0,jeffry,3.0,0.0,16.0
2085,district A,cell_3,toinette,1,1.0,1.0,6.0,jim,5.0,0.0,7.0
2086,district A,cell_3,toinette,1,1.0,1.0,6.0,pallu,5.0,0.0,4.0
2087,district A,cell_3,toinette,1,1.0,1.0,6.0,toinette,1.0,1.0,59.0
2088,district A,cell_3,toinette,1,1.0,1.0,6.0,deanne,5.0,1.0,2.0
2089,district A,cell_1,jodene,1,1.0,1.0,3.0,willard,3.0,0.0,7.0
2090,district A,cell_1,jodene,1,1.0,1.0,3.0,jodene,1.0,1.0,32.0
2091,district A,cell_1,jodene,1,1.0,1.0,3.0,lorri,3.0,1.0,0.0
2092,district A,cell_1,zedekiah,1,1.0,1.0,6.0,zedekiah,1.0,0.0,51.0
2093,district A,cell_1,zedekiah,1,1.0,1.0,6.0,andr_,3.0,0.0,12.0
2094,district A,cell_1,zedekiah,1,1.0,1.0,6.0,edison,3.0,0.0,7.0
2095,district A,cell_1,zedekiah,1,1.0,1.0,6.0,chasity,2.0,1.0,40.0
2096,district A,cell_1,zedekiah,1,1.0,1.0,6.0,philippa,3.0,1.0,9.0
2097,district A,cell_1,zedekiah,1,1.0,1.0,6.0,allie,3.0,1.0,0.0
2098,district A,cell_1,tiphanie,1,1.0,1.0,7.0,elnathan,5.0,0.0,5.0
2099,district A,cell_1,tiphanie,1,1.0,1.0,7.0,goddard,5.0,0.0,0.0
2100,district A,cell_1,tiphanie,1,1.0,1.0,7.0,pollyanna,1.0,1.0,59.0
2101,district A,cell_1,tiphanie,1,1.0,1.0,7.0,olivette,3.0,1.0,28.0
2102,district A,cell_1,tiphanie,1,1.0,1.0,7.0,dani�le,3.0,1.0,25.0
2103,district A,cell_1,tiphanie,1,1.0,1.0,7.0,rexana,5.0,1.0,8.0
2104,district A,cell_1,tiphanie,1,1.0,1.0,7.0,annie,5.0,1.0,5.0
2105,district A,cell_2,judy,1,1.0,1.0,5.0,cordell,3.0,0.0,11.0
2106,district A,cell_2,judy,1,1.0,1.0,5.0,judy,1.0,1.0,40.0
2107,district A,cell_2,judy,1,1.0,1.0,5.0,dot,3.0,1.0,13.0
2108,district A,cell_2,judy,1,1.0,1.0,5.0,zelma,3.0,1.0,8.0
2109,district A,cell_2,judy,1,1.0,1.0,5.0,abigail,3.0,1.0,2.0
2110,district A,cell_3,ichabod,1,1.0,1.0,10.0,herb,4.0,0.0,9.0
2111,district A,cell_3,ichabod,1,1.0,1.0,10.0,ichabod,1.0,0.0,46.0
2112,district A,cell_3,ichabod,1,1.0,1.0,10.0,jareth,3.0,0.0,18.0
2113,district A,cell_3,ichabod,1,1.0,1.0,10.0,larrie,3.0,0.0,16.0
2114,district A,cell_3,ichabod,1,1.0,1.0,10.0,marquis,3.0,0.0,12.0
2115,district A,cell_3,ichabod,1,1.0,1.0,10.0,melvyn,3.0,0.0,9.0
2116,district A,cell_3,ichabod,1,1.0,1.0,10.0,merrick,3.0,0.0,1.0
2117,district A,cell_3,ichabod,1,1.0,1.0,10.0,annis,2.0,1.0,47.0
2118,district A,cell_3,ichabod,1,1.0,1.0,10.0,sylviane,3.0,1.0,14.0
2119,district A,cell_3,ichabod,1,1.0,1.0,10.0,brandi,3.0,1.0,5.0
2120,district A,cell_1,sherah,1,1.0,1.0,5.0,prosper,4.0,0.0,15.0
2121,district A,cell_1,sherah,1,1.0,1.0,5.0,rastus,3.0,0.0,11.0
2122,district A,cell_1,sherah,1,1.0,1.0,5.0,ray,3.0,0.0,0.0
2123,district A,cell_1,sherah,1,1.0,1.0,5.0,sherah,1.0,1.0,30.0
2124,district A,cell_1,sherah,1,1.0,1.0,5.0,jenny,3.0,1.0,7.0
2125,district A,cell_2,amy,1,1.0,1.0,6.0,r_mi,3.0,0.0,33.0
2126,district A,cell_2,amy,1,1.0,1.0,6.0,amy,1.0,1.0,84.0
2127,district A,cell_2,amy,1,1.0,1.0,6.0,emmie,3.0,1.0,30.0
2128,district A,cell_2,amy,1,1.0,1.0,6.0,posie,5.0,1.0,10.0
2129,district A,cell_2,amy,1,1.0,1.0,6.0,faith,5.0,1.0,7.0
2130,district A,cell_2,amy,1,1.0,1.0,6.0,isabell,5.0,1.0,2.0
2131,district A,cell_2,janey,1,1.0,1.0,5.0,scottie,3.0,0.0,15.0
2132,district A,cell_2,janey,1,1.0,1.0,5.0,shaun,3.0,0.0,0.0
2133,district A,cell_2,janey,1,1.0,1.0,5.0,terence,2.0,0.0,38.0
2134,district A,cell_2,janey,1,1.0,1.0,5.0,janey,1.0,1.0,36.0
2135,district A,cell_2,janey,1,1.0,1.0,5.0,libby,3.0,1.0,8.0
2136,district A,cell_2,earl,1,1.0,1.0,5.0,earl,1.0,0.0,86.0
2137,district A,cell_2,earl,1,1.0,1.0,5.0,jaylen,5.0,0.0,8.0
2138,district A,cell_2,earl,1,1.0,1.0,5.0,myranda,3.0,1.0,35.0
2139,district A,cell_2,earl,1,1.0,1.0,5.0,queen,5.0,1.0,12.0
2140,district A,cell_2,earl,1,1.0,1.0,5.0,clover,5.0,1.0,1.0
2141,district A,cell_3,edie,1,1.0,1.0,8.0,obadiah,5.0,0.0,12.0
2142,district A,cell_3,edie,1,1.0,1.0,8.0,phil,5.0,0.0,8.0
2143,district A,cell_3,edie,1,1.0,1.0,8.0,topher,5.0,0.0,3.0
2144,district A,cell_3,edie,1,1.0,1.0,8.0,zubin,5.0,0.0,0.0
2145,district A,cell_3,edie,1,1.0,1.0,8.0,edie,1.0,1.0,70.0
2146,district A,cell_3,edie,1,1.0,1.0,8.0,michaela,3.0,1.0,30.0
2147,district A,cell_3,edie,1,1.0,1.0,8.0,floella,5.0,1.0,11.0
2148,district A,cell_3,edie,1,1.0,1.0,8.0,mary,3.0,1.0,16.0
2149,district A,cell_3,abihu,1,1.0,1.0,5.0,abihu,1.0,0.0,64.0
2150,district A,cell_3,abihu,1,1.0,1.0,5.0,cephas,3.0,0.0,25.0
2151,district A,cell_3,abihu,1,1.0,1.0,5.0,sethunya,2.0,1.0,62.0
2152,district A,cell_3,abihu,1,1.0,1.0,5.0,adjoa,3.0,1.0,17.0
2153,district A,cell_3,abihu,1,1.0,1.0,5.0,lisette,5.0,1.0,0.0
2154,district A,cell_3,maris,1,1.0,1.0,4.0,normand,3.0,0.0,16.0
2155,district A,cell_3,maris,1,1.0,1.0,4.0,maris,1.0,1.0,57.0
2156,district A,cell_3,maris,1,1.0,1.0,4.0,chastity,3.0,1.0,22.0
2157,district A,cell_3,maris,1,1.0,1.0,4.0,lorainne,5.0,1.0,0.0
2158,district A,cell_3,randal,1,1.0,1.0,4.0,randal,1.0,0.0,25.0
2159,district A,cell_3,randal,1,1.0,1.0,4.0,sheridan,3.0,0.0,3.0
2160,district A,cell_3,randal,1,1.0,1.0,4.0,kassia,2.0,1.0,26.0
2161,district A,cell_3,randal,1,1.0,1.0,4.0,sallie,3.0,1.0,0.0
2162,district A,cell_2,tiara,1,1.0,1.0,6.0,tyrese,3.0,0.0,14.0
2163,district A,cell_2,tiara,1,1.0,1.0,6.0,tyrik,3.0,0.0,0.0
2164,district A,cell_2,tiara,1,1.0,1.0,6.0,tiara,1.0,1.0,39.0
2165,district A,cell_2,tiara,1,1.0,1.0,6.0,shyla,3.0,1.0,17.0
2166,district A,cell_2,tiara,1,1.0,1.0,6.0,georgine,3.0,1.0,11.0
2167,district A,cell_2,tiara,1,1.0,1.0,6.0,iona,3.0,1.0,7.0
2168,district A,cell_1,benedict,1,1.0,1.0,5.0,benedict,1.0,0.0,42.0
2169,district A,cell_1,benedict,1,1.0,1.0,5.0,denzil,3.0,0.0,9.0
2170,district A,cell_1,benedict,1,1.0,1.0,5.0,sera,2.0,1.0,36.0
2171,district A,cell_1,benedict,1,1.0,1.0,5.0,deniece,3.0,1.0,5.0
2172,district A,cell_1,benedict,1,1.0,1.0,5.0,jos_e,3.0,1.0,0.0
2173,district A,cell_3,holly,1,1.0,1.0,10.0,fredrick,5.0,0.0,3.0
2174,district A,cell_3,holly,1,1.0,1.0,10.0,ga_tan,5.0,0.0,10.0
2175,district A,cell_3,holly,1,1.0,1.0,10.0,joses,5.0,0.0,7.0
2176,district A,cell_3,holly,1,1.0,1.0,10.0,holly,1.0,1.0,62.0
2177,district A,cell_3,holly,1,1.0,1.0,10.0,karenza,3.0,1.0,36.0
2178,district A,cell_3,holly,1,1.0,1.0,10.0,baylee,3.0,1.0,31.0
2179,district A,cell_3,holly,1,1.0,1.0,10.0,laraine,5.0,1.0,18.0
2180,district A,cell_3,holly,1,1.0,1.0,10.0,noella,5.0,1.0,15.0
2181,district A,cell_3,holly,1,1.0,1.0,10.0,cherilyn,5.0,1.0,12.0
2182,district A,cell_3,holly,1,1.0,1.0,10.0,earlene,5.0,1.0,10.0
2183,district A,cell_1,leanna,1,1.0,1.0,7.0,malachi,3.0,0.0,15.0
2184,district A,cell_1,leanna,1,1.0,1.0,7.0,nathanael,3.0,0.0,11.0
2185,district A,cell_1,leanna,1,1.0,1.0,7.0,oliver,5.0,0.0,11.0
2186,district A,cell_1,leanna,1,1.0,1.0,7.0,leanna,1.0,1.0,48.0
2187,district A,cell_1,leanna,1,1.0,1.0,7.0,ambrosine,3.0,1.0,32.0
2188,district A,cell_1,leanna,1,1.0,1.0,7.0,margaret,3.0,1.0,4.0
2189,district A,cell_1,leanna,1,1.0,1.0,7.0,eleanor,5.0,1.0,2.0
2190,district B,cell_2,floella,1,1.0,1.0,5.0,bartholomew,3.0,0.0,4.0
2191,district B,cell_2,floella,1,1.0,1.0,5.0,floella,1.0,1.0,41.0
2192,district B,cell_2,floella,1,1.0,1.0,5.0,mary,3.0,1.0,13.0
2193,district B,cell_2,floella,1,1.0,1.0,5.0,sethunya,3.0,1.0,13.0
2194,district B,cell_2,floella,1,1.0,1.0,5.0,adjoa,3.0,1.0,1.0
2195,district B,cell_1,lisette,1,1.0,1.0,9.0,bryant,3.0,0.0,18.0
2196,district B,cell_1,lisette,1,1.0,1.0,9.0,delmar,3.0,0.0,12.0
